Category1,Source1,Category2,Source2,Similarity,PapersInC1,PapersInC2,PapersInBoth,Agreement
romance,OpenAIRE,romance,OpenAlex,1.0,26,36,19,0.4418604651162791
ambivalence,OpenAIRE,ambivalence,OpenAlex,1.0,25,32,20,0.5405405405405406
biosocial theory,OpenAIRE,biosocial theory,OpenAlex,1.0,8,8,6,0.6
personality,OpenAIRE,personality,OpenAlex,1.0,524,552,316,0.4157894736842105
educational psychology,OpenAIRE,educational psychology,OpenAlex,1.0,84,57,47,0.5
social commerce,OpenAIRE,social commerce,OpenAlex,1.0,9,8,5,0.4166666666666667
logarithm,OpenAIRE,logarithm,OpenAlex,1.0,98,152,73,0.4124293785310734
pathogen,OpenAIRE,pathogen,OpenAlex,1.0,9,12,7,0.5
quantum entanglement,OpenAIRE,quantum entanglement,OpenAlex,1.0,88,139,74,0.4836601307189542
pairwise comparison,OpenAIRE,pairwise comparison,OpenAlex,1.0,370,638,336,0.5
fuzzy number,OpenAIRE,fuzzy number,OpenAlex,1.0,703,570,412,0.478513356562137
electronic skin,OpenAIRE,electronic skin,OpenAlex,1.0,20,23,13,0.4333333333333333
elastomer,OpenAIRE,elastomer,OpenAlex,1.0,43,68,38,0.5205479452054794
capacitive sensing,OpenAIRE,capacitive sensing,OpenAlex,1.0,34,47,30,0.5882352941176471
tactile sensor,OpenAIRE,tactile sensor,OpenAlex,1.0,80,98,60,0.5084745762711864
thin film,OpenAIRE,thin film,OpenAlex,1.0,50,42,28,0.4375
kernel density estimation,OpenAIRE,kernel density estimation,OpenAlex,1.0,121,125,79,0.4730538922155688
induced seismicity,OpenAIRE,induced seismicity,OpenAlex,1.0,18,13,12,0.631578947368421
earthquake prediction,OpenAIRE,earthquake prediction,OpenAlex,1.0,6,7,4,0.4444444444444444
iris recognition,OpenAIRE,iris recognition,OpenAlex,1.0,47,44,40,0.7843137254901961
biometrics,OpenAIRE,biometrics,OpenAlex,1.0,281,301,224,0.6256983240223464
quantum limit,OpenAIRE,quantum limit,OpenAlex,1.0,31,31,18,0.4090909090909091
mixed logit,OpenAIRE,mixed logit,OpenAlex,1.0,20,24,14,0.4666666666666667
sentiment analysis,OpenAIRE,sentiment analysis,OpenAlex,1.0,284,336,233,0.6020671834625323
automatic summarization,OpenAIRE,automatic summarization,OpenAlex,1.0,176,223,158,0.6556016597510373
verb,OpenAIRE,verb,OpenAlex,1.0,122,190,102,0.4857142857142857
ecological succession,OpenAIRE,ecological succession,OpenAlex,1.0,19,34,17,0.4722222222222222
pose,OpenAIRE,pose,OpenAlex,1.0,189,140,106,0.4753363228699551
scale-invariant feature transform,OpenAIRE,scale-invariant feature transform,OpenAlex,1.0,97,103,75,0.6
clutter,OpenAIRE,clutter,OpenAlex,1.0,138,184,115,0.5555555555555556
vector quantization,OpenAIRE,vector quantization,OpenAlex,1.0,91,88,60,0.5042016806722689
manifesto,OpenAIRE,manifesto,OpenAlex,1.0,11,11,9,0.6923076923076923
deliberation,OpenAIRE,deliberation,OpenAlex,1.0,37,45,27,0.4909090909090909
performance measurement,OpenAIRE,performance measurement,OpenAlex,1.0,91,64,47,0.4351851851851852
probabilistic design,OpenAIRE,probabilistic design,OpenAlex,1.0,27,13,12,0.4285714285714285
corporate social responsibility,OpenAIRE,corporate social responsibility,OpenAlex,1.0,138,145,114,0.6745562130177515
embodied cognition,OpenAIRE,embodied cognition,OpenAlex,1.0,308,463,263,0.5177165354330708
stock market,OpenAIRE,stock market,OpenAlex,1.0,85,136,69,0.4539473684210526
competence (human resources),OpenAIRE,competence (human resources),OpenAlex,1.0,209,226,147,0.5104166666666666
stroop effect,OpenAIRE,stroop effect,OpenAlex,1.0,46,40,34,0.6538461538461539
anterior cingulate cortex,OpenAIRE,anterior cingulate cortex,OpenAlex,1.0,80,113,61,0.4621212121212121
microprocessor,OpenAIRE,microprocessor,OpenAlex,1.0,19,23,13,0.4482758620689655
centroid,OpenAIRE,centroid,OpenAlex,1.0,89,137,77,0.5167785234899329
contact angle,OpenAIRE,contact angle,OpenAlex,1.0,15,16,11,0.55
wetting,OpenAIRE,wetting,OpenAlex,1.0,19,20,16,0.6956521739130435
surface tension,OpenAIRE,surface tension,OpenAlex,1.0,20,16,11,0.44
hysteresis,OpenAIRE,hysteresis,OpenAlex,1.0,73,100,63,0.5727272727272728
surface roughness,OpenAIRE,surface roughness,OpenAlex,1.0,60,67,42,0.4941176470588235
health care,OpenAIRE,health care,OpenAlex,1.0,604,721,381,0.4036016949152542
sophistication,OpenAIRE,sophistication,OpenAlex,1.0,54,92,43,0.4174757281553398
sentence,OpenAIRE,sentence,OpenAlex,1.0,589,875,508,0.5313807531380753
primate,OpenAIRE,primate,OpenAlex,1.0,73,89,52,0.4727272727272727
centroidal voronoi tessellation,OpenAIRE,centroidal voronoi tessellation,OpenAlex,1.0,9,10,7,0.5833333333333334
ankle,OpenAIRE,ankle,OpenAlex,1.0,60,64,48,0.631578947368421
inverted pendulum,OpenAIRE,inverted pendulum,OpenAlex,1.0,66,89,63,0.6847826086956522
swing,OpenAIRE,swing,OpenAlex,1.0,32,49,25,0.4464285714285714
kinematics,OpenAIRE,kinematics,OpenAlex,1.0,562,734,463,0.5558223289315727
fallacy,OpenAIRE,fallacy,OpenAlex,1.0,15,22,12,0.48
weighting,OpenAIRE,weighting,OpenAlex,1.0,389,485,321,0.5804701627486437
collaborative filtering,OpenAIRE,collaborative filtering,OpenAlex,1.0,135,143,99,0.553072625698324
recommender system,OpenAIRE,recommender system,OpenAlex,1.0,229,285,203,0.6527331189710611
feature selection,OpenAIRE,feature selection,OpenAlex,1.0,916,886,655,0.5710549258936356
bounded function,OpenAIRE,bounded function,OpenAlex,1.0,475,657,336,0.4221105527638191
subpixel rendering,OpenAIRE,subpixel rendering,OpenAlex,1.0,71,71,61,0.7530864197530864
creative class,OpenAIRE,creative class,OpenAlex,1.0,12,13,11,0.7857142857142857
ecotourism,OpenAIRE,ecotourism,OpenAlex,1.0,17,18,12,0.5217391304347826
dendrogram,OpenAIRE,dendrogram,OpenAlex,1.0,29,15,15,0.5172413793103449
intellectual capital,OpenAIRE,intellectual capital,OpenAlex,1.0,22,22,17,0.6296296296296297
land cover,OpenAIRE,land cover,OpenAlex,1.0,164,175,125,0.5841121495327103
remote sensing,OpenAIRE,remote sensing,OpenAlex,1.0,975,1710,840,0.4552845528455284
collision avoidance,OpenAIRE,collision avoidance,OpenAlex,1.0,76,86,53,0.4862385321100917
edas,OpenAIRE,edas,OpenAlex,1.0,5,7,5,0.7142857142857143
proton,OpenAIRE,proton,OpenAlex,1.0,25,28,16,0.4324324324324324
evolutionary algorithm,OpenAIRE,evolutionary algorithm,OpenAlex,1.0,391,366,237,0.4557692307692307
intraclass correlation,OpenAIRE,intraclass correlation,OpenAlex,1.0,24,33,17,0.425
conformity,OpenAIRE,conformity,OpenAlex,1.0,51,44,30,0.4615384615384615
reproducibility,OpenAIRE,reproducibility,OpenAlex,1.0,90,90,53,0.4173228346456692
adaptive control,OpenAIRE,adaptive control,OpenAlex,1.0,768,659,443,0.4502032520325203
trajectory,OpenAIRE,trajectory,OpenAlex,1.0,527,744,394,0.4492588369441277
alliance,OpenAIRE,alliance,OpenAlex,1.0,70,83,65,0.7386363636363636
hypergeometric distribution,OpenAIRE,hypergeometric distribution,OpenAlex,1.0,6,7,5,0.625
open government,OpenAIRE,open government,OpenAlex,1.0,6,6,5,0.7142857142857143
metacognition,OpenAIRE,metacognition,OpenAlex,1.0,106,91,66,0.5038167938931297
combinatory categorial grammar,OpenAIRE,combinatory categorial grammar,OpenAlex,1.0,6,10,5,0.4545454545454545
armature (electrical engineering),OpenAIRE,armature (electrical engineering),OpenAlex,1.0,8,13,7,0.5
stator,OpenAIRE,stator,OpenAlex,1.0,145,177,139,0.7595628415300546
numerical aperture,OpenAIRE,numerical aperture,OpenAlex,1.0,11,16,8,0.4210526315789473
confocal,OpenAIRE,confocal,OpenAlex,1.0,33,52,29,0.5178571428571429
hyperspectral imaging,OpenAIRE,hyperspectral imaging,OpenAlex,1.0,424,526,406,0.7463235294117647
testbed,OpenAIRE,testbed,OpenAlex,1.0,55,83,45,0.4838709677419355
data center,OpenAIRE,data center,OpenAlex,1.0,21,18,12,0.4444444444444444
ground truth,OpenAIRE,ground truth,OpenAlex,1.0,217,325,164,0.4338624338624338
empire,OpenAIRE,empire,OpenAlex,1.0,8,7,5,0.5
enterprise resource planning,OpenAIRE,enterprise resource planning,OpenAlex,1.0,25,28,22,0.7096774193548387
sensory system,OpenAIRE,sensory system,OpenAlex,1.0,464,639,353,0.4706666666666667
incubator,OpenAIRE,incubator,OpenAlex,1.0,8,9,8,0.8888888888888888
rationality,OpenAIRE,rationality,OpenAlex,1.0,131,197,100,0.4385964912280701
bounded rationality,OpenAIRE,bounded rationality,OpenAlex,1.0,58,68,40,0.4651162790697674
social heuristics,OpenAIRE,social heuristics,OpenAlex,1.0,30,26,17,0.4358974358974359
monochromator,OpenAIRE,monochromator,OpenAlex,1.0,6,6,6,1.0
mainstream,OpenAIRE,mainstream,OpenAlex,1.0,86,148,78,0.5
regularization perspectives on support vector machines,OpenAIRE,regularization perspectives on support vector machines,OpenAlex,1.0,26,25,16,0.4571428571428571
platinum,OpenAIRE,platinum,OpenAlex,1.0,10,7,5,0.4166666666666667
tikhonov regularization,OpenAIRE,tikhonov regularization,OpenAlex,1.0,49,65,44,0.6285714285714286
visual field,OpenAIRE,visual field,OpenAlex,1.0,193,207,130,0.4814814814814814
magnification,OpenAIRE,magnification,OpenAlex,1.0,45,69,41,0.5616438356164384
welfare state,OpenAIRE,welfare state,OpenAlex,1.0,25,20,13,0.40625
sexual selection,OpenAIRE,sexual selection,OpenAlex,1.0,333,394,291,0.6674311926605505
mate choice,OpenAIRE,mate choice,OpenAlex,1.0,180,214,120,0.437956204379562
coevolution,OpenAIRE,coevolution,OpenAlex,1.0,86,106,60,0.4545454545454545
reflexivity,OpenAIRE,reflexivity,OpenAlex,1.0,65,80,48,0.4948453608247423
morpheme,OpenAIRE,morpheme,OpenAlex,1.0,44,48,30,0.4838709677419355
inflection,OpenAIRE,inflection,OpenAlex,1.0,21,26,14,0.4242424242424242
negation,OpenAIRE,negation,OpenAlex,1.0,55,86,43,0.4387755102040816
flywheel,OpenAIRE,flywheel,OpenAlex,1.0,9,7,7,0.7777777777777778
magnetic bearing,OpenAIRE,magnetic bearing,OpenAlex,1.0,8,9,7,0.7
clarity,OpenAIRE,clarity,OpenAlex,1.0,125,200,113,0.5330188679245284
sparse approximation,OpenAIRE,sparse approximation,OpenAlex,1.0,244,198,138,0.4539473684210526
microblogging,OpenAIRE,microblogging,OpenAlex,1.0,53,71,44,0.55
advertising,OpenAIRE,advertising,OpenAlex,1.0,500,764,397,0.4579008073817762
legal psychology,OpenAIRE,legal psychology,OpenAlex,1.0,8,10,6,0.5
checklist,OpenAIRE,checklist,OpenAlex,1.0,60,72,50,0.6097560975609756
bankruptcy prediction,OpenAIRE,bankruptcy prediction,OpenAlex,1.0,46,54,41,0.6949152542372882
bankruptcy,OpenAIRE,bankruptcy,OpenAlex,1.0,35,60,31,0.484375
profitability index,OpenAIRE,profitability index,OpenAlex,1.0,82,95,63,0.5526315789473685
credit risk,OpenAIRE,credit risk,OpenAlex,1.0,27,29,17,0.4358974358974359
biological dispersal,OpenAIRE,biological dispersal,OpenAlex,1.0,101,151,87,0.5272727272727272
voting,OpenAIRE,voting,OpenAlex,1.0,118,193,101,0.4809523809523809
turnout,OpenAIRE,turnout,OpenAlex,1.0,12,17,11,0.6111111111111112
pronunciation,OpenAIRE,pronunciation,OpenAlex,1.0,42,38,29,0.5686274509803921
cone beam computed tomography,OpenAIRE,cone beam computed tomography,OpenAlex,1.0,20,25,16,0.5517241379310345
imaging phantom,OpenAIRE,imaging phantom,OpenAlex,1.0,192,226,163,0.6392156862745098
breathing,OpenAIRE,breathing,OpenAlex,1.0,24,24,16,0.5
fluoroscopy,OpenAIRE,fluoroscopy,OpenAlex,1.0,16,14,12,0.6666666666666666
nowcasting,OpenAIRE,nowcasting,OpenAlex,1.0,7,10,5,0.4166666666666667
emigration,OpenAIRE,emigration,OpenAlex,1.0,7,10,5,0.4166666666666667
energy balance,OpenAIRE,energy balance,OpenAlex,1.0,16,14,10,0.5
explanatory power,OpenAIRE,explanatory power,OpenAlex,1.0,40,52,29,0.4603174603174603
connectionism,OpenAIRE,connectionism,OpenAlex,1.0,216,198,138,0.5
bidding,OpenAIRE,bidding,OpenAlex,1.0,33,30,28,0.8
dysarthria,OpenAIRE,dysarthria,OpenAlex,1.0,5,6,4,0.5714285714285714
shareholder,OpenAIRE,shareholder,OpenAlex,1.0,36,49,25,0.4166666666666667
corporate governance,OpenAIRE,corporate governance,OpenAlex,1.0,291,388,234,0.5258426966292135
free induction decay,OpenAIRE,free induction decay,OpenAlex,1.0,6,6,4,0.5
purchasing,OpenAIRE,purchasing,OpenAlex,1.0,126,161,94,0.4870466321243523
situational ethics,OpenAIRE,situational ethics,OpenAlex,1.0,130,197,112,0.5209302325581395
discipline,OpenAIRE,discipline,OpenAlex,1.0,115,129,73,0.4269005847953216
conservatism,OpenAIRE,conservatism,OpenAlex,1.0,14,18,11,0.5238095238095238
organizational identification,OpenAIRE,organizational identification,OpenAlex,1.0,17,19,14,0.6363636363636364
mandate,OpenAIRE,mandate,OpenAlex,1.0,16,19,12,0.5217391304347826
rhetoric,OpenAIRE,rhetoric,OpenAlex,1.0,48,54,30,0.4166666666666667
multivariate kernel density estimation,OpenAIRE,multivariate kernel density estimation,OpenAlex,1.0,49,58,35,0.4861111111111111
presupposition,OpenAIRE,presupposition,OpenAlex,1.0,23,23,16,0.5333333333333333
distributed source coding,OpenAIRE,distributed source coding,OpenAlex,1.0,7,8,5,0.5
hebbian theory,OpenAIRE,hebbian theory,OpenAlex,1.0,93,109,84,0.711864406779661
minimalism (technical communication),OpenAIRE,minimalism (technical communication),OpenAlex,1.0,8,7,5,0.5
reduct,OpenAIRE,reduct,OpenAlex,1.0,17,19,13,0.5652173913043478
attribute domain,OpenAIRE,attribute domain,OpenAlex,1.0,7,9,5,0.4545454545454545
contingency,OpenAIRE,contingency,OpenAlex,1.0,83,141,68,0.4358974358974359
management control system,OpenAIRE,management control system,OpenAlex,1.0,65,76,43,0.4387755102040816
microfoundations,OpenAIRE,microfoundations,OpenAlex,1.0,13,14,10,0.5882352941176471
eye movement,OpenAIRE,eye movement,OpenAlex,1.0,525,571,378,0.5264623955431755
maximum power point tracking,OpenAIRE,maximum power point tracking,OpenAlex,1.0,176,182,150,0.7211538461538461
maximum power principle,OpenAIRE,maximum power principle,OpenAlex,1.0,98,145,77,0.463855421686747
wind power,OpenAIRE,wind power,OpenAlex,1.0,342,356,299,0.7493734335839599
wind speed,OpenAIRE,wind speed,OpenAlex,1.0,166,172,115,0.515695067264574
photovoltaic system,OpenAIRE,photovoltaic system,OpenAlex,1.0,267,292,248,0.797427652733119
generosity,OpenAIRE,generosity,OpenAlex,1.0,10,14,9,0.6
mood,OpenAIRE,mood,OpenAlex,1.0,82,137,68,0.4503311258278146
regulatory focus theory,OpenAIRE,regulatory focus theory,OpenAlex,1.0,11,13,10,0.7142857142857143
synthetic aperture radar,OpenAIRE,synthetic aperture radar,OpenAlex,1.0,270,273,222,0.6915887850467289
computational thinking,OpenAIRE,computational thinking,OpenAlex,1.0,30,35,26,0.6666666666666666
curriculum,OpenAIRE,curriculum,OpenAlex,1.0,278,329,194,0.4697336561743341
developmental robotics,OpenAIRE,developmental robotics,OpenAlex,1.0,22,16,11,0.4074074074074074
delphi,OpenAIRE,delphi,OpenAlex,1.0,126,226,107,0.436734693877551
salary,OpenAIRE,salary,OpenAlex,1.0,9,6,5,0.5
voltage droop,OpenAIRE,voltage droop,OpenAlex,1.0,86,99,84,0.8316831683168316
ac power,OpenAIRE,ac power,OpenAlex,1.0,340,370,238,0.5042372881355932
microgrid,OpenAIRE,microgrid,OpenAlex,1.0,177,182,165,0.8505154639175257
distributed generation,OpenAIRE,distributed generation,OpenAlex,1.0,190,216,135,0.4981549815498155
multispectral image,OpenAIRE,multispectral image,OpenAlex,1.0,196,244,176,0.6666666666666666
lidar,OpenAIRE,lidar,OpenAlex,1.0,114,142,98,0.620253164556962
rgb color model,OpenAIRE,rgb color model,OpenAlex,1.0,204,204,146,0.5572519083969466
embarrassment,OpenAIRE,embarrassment,OpenAlex,1.0,9,12,7,0.5
comparative statics,OpenAIRE,comparative statics,OpenAlex,1.0,11,14,9,0.5625
benchmarking,OpenAIRE,benchmarking,OpenAlex,1.0,195,204,117,0.4148936170212766
computable general equilibrium,OpenAIRE,computable general equilibrium,OpenAlex,1.0,7,11,6,0.5
friendship,OpenAIRE,friendship,OpenAlex,1.0,81,86,59,0.5462962962962963
attribution,OpenAIRE,attribution,OpenAlex,1.0,158,161,103,0.4768518518518518
non-equilibrium thermodynamics,OpenAIRE,non-equilibrium thermodynamics,OpenAlex,1.0,47,67,38,0.5
router,OpenAIRE,router,OpenAlex,1.0,14,11,8,0.4705882352941176
epigenetics,OpenAIRE,epigenetics,OpenAlex,1.0,33,37,23,0.4893617021276595
high pressure,OpenAIRE,high pressure,OpenAlex,1.0,8,8,6,0.6
impression,OpenAIRE,impression,OpenAlex,1.0,21,30,15,0.4166666666666667
haskell,OpenAIRE,haskell,OpenAlex,1.0,10,12,8,0.5714285714285714
type inference,OpenAIRE,type inference,OpenAlex,1.0,22,30,18,0.5294117647058824
collinearity,OpenAIRE,collinearity,OpenAlex,1.0,23,26,20,0.6896551724137931
quantile regression,OpenAIRE,quantile regression,OpenAlex,1.0,32,37,27,0.6428571428571429
quantile,OpenAIRE,quantile,OpenAlex,1.0,62,68,45,0.5294117647058824
tenderness,OpenAIRE,tenderness,OpenAlex,1.0,7,12,7,0.5833333333333334
flavour,OpenAIRE,flavour,OpenAlex,1.0,12,12,9,0.6
nomological network,OpenAIRE,nomological network,OpenAlex,1.0,38,48,32,0.5925925925925926
amodal perception,OpenAIRE,amodal perception,OpenAlex,1.0,13,20,11,0.5
olfactory bulb,OpenAIRE,olfactory bulb,OpenAlex,1.0,17,15,12,0.6
hippocampus,OpenAIRE,hippocampus,OpenAlex,1.0,295,225,149,0.4016172506738544
municipal solid waste,OpenAIRE,municipal solid waste,OpenAlex,1.0,21,20,13,0.4642857142857143
stakeholder,OpenAIRE,stakeholder,OpenAlex,1.0,143,180,112,0.5308056872037915
bayesian network,OpenAIRE,bayesian network,OpenAlex,1.0,277,319,187,0.4572127139364303
multiplex,OpenAIRE,multiplex,OpenAlex,1.0,13,20,12,0.5714285714285714
optimal distinctiveness theory,OpenAIRE,optimal distinctiveness theory,OpenAlex,1.0,71,95,61,0.580952380952381
implicit attitude,OpenAIRE,implicit attitude,OpenAlex,1.0,23,24,16,0.5161290322580645
spurious relationship,OpenAIRE,spurious relationship,OpenAlex,1.0,102,177,90,0.4761904761904761
moderation,OpenAIRE,moderation,OpenAlex,1.0,75,91,57,0.5229357798165137
student engagement,OpenAIRE,student engagement,OpenAlex,1.0,78,61,40,0.404040404040404
ethnic group,OpenAIRE,ethnic group,OpenAlex,1.0,206,256,152,0.4903225806451612
autonomy,OpenAIRE,autonomy,OpenAlex,1.0,140,215,102,0.4031620553359684
insula,OpenAIRE,insula,OpenAlex,1.0,51,62,36,0.4675324675324675
voxel,OpenAIRE,voxel,OpenAlex,1.0,285,438,260,0.5615550755939525
resting state fmri,OpenAIRE,resting state fmri,OpenAlex,1.0,133,127,84,0.4772727272727273
microbiome,OpenAIRE,microbiome,OpenAlex,1.0,46,48,38,0.6785714285714286
antibiotic resistance,OpenAIRE,antibiotic resistance,OpenAlex,1.0,30,29,20,0.5128205128205128
soft robotics,OpenAIRE,soft robotics,OpenAlex,1.0,118,153,93,0.5224719101123596
underwater,OpenAIRE,underwater,OpenAlex,1.0,101,130,87,0.6041666666666666
observability,OpenAIRE,observability,OpenAlex,1.0,156,144,109,0.5706806282722513
constructive,OpenAIRE,constructive,OpenAlex,1.0,130,203,98,0.4170212765957446
reachability,OpenAIRE,reachability,OpenAlex,1.0,46,63,37,0.5138888888888888
discriminant validity,OpenAIRE,discriminant validity,OpenAlex,1.0,60,58,39,0.4936708860759494
slipping,OpenAIRE,slipping,OpenAlex,1.0,13,16,12,0.7058823529411765
financial statement,OpenAIRE,financial statement,OpenAlex,1.0,8,7,5,0.5
spinning,OpenAIRE,spinning,OpenAlex,1.0,14,17,9,0.4090909090909091
color rendering index,OpenAIRE,color rendering index,OpenAlex,1.0,9,12,7,0.5
reading (process),OpenAIRE,reading (process),OpenAlex,1.0,473,799,371,0.4117647058823529
futures studies,OpenAIRE,futures studies,OpenAlex,1.0,72,115,66,0.5454545454545454
feeling,OpenAIRE,feeling,OpenAlex,1.0,249,352,216,0.561038961038961
objectification,OpenAIRE,objectification,OpenAlex,1.0,15,16,14,0.8235294117647058
deception,OpenAIRE,deception,OpenAlex,1.0,62,48,37,0.5068493150684932
compressed suffix array,OpenAIRE,compressed suffix array,OpenAlex,1.0,8,8,6,0.6
suffix tree,OpenAIRE,suffix tree,OpenAlex,1.0,6,10,5,0.4545454545454545
interview,OpenAIRE,interview,OpenAlex,1.0,61,66,44,0.5301204819277109
state of health,OpenAIRE,state of health,OpenAlex,1.0,10,13,8,0.5333333333333333
lithium-ion battery,OpenAIRE,lithium-ion battery,OpenAlex,1.0,8,9,5,0.4166666666666667
elite,OpenAIRE,elite,OpenAlex,1.0,37,58,30,0.4615384615384615
attractor,OpenAIRE,attractor,OpenAlex,1.0,286,293,233,0.6734104046242775
homoclinic orbit,OpenAIRE,homoclinic orbit,OpenAlex,1.0,18,22,13,0.4814814814814814
chaotic,OpenAIRE,chaotic,OpenAlex,1.0,729,1198,696,0.5653939886271324
crisis,OpenAIRE,crisis,OpenAlex,1.0,29,19,14,0.4117647058823529
dwell time,OpenAIRE,dwell time,OpenAlex,1.0,25,34,21,0.5526315789473685
lyapunov function,OpenAIRE,lyapunov function,OpenAlex,1.0,489,525,357,0.54337899543379
linear matrix inequality,OpenAIRE,linear matrix inequality,OpenAlex,1.0,134,118,80,0.4651162790697674
comprehension,OpenAIRE,comprehension,OpenAlex,1.0,472,466,295,0.4587869362363919
